素材id,视频名称,视频链接,投放状态,审核建议,素材评估,关联在投广告数,标签,消耗,展示数,点击数,点击率(%),平均点击单价(元),平均千次展现费用(元),转化数,转化成本,转化率(%),深度转化次数,深度转化成本,深度转化率(%),安卓下载开始数,激活数
	7580313446097666091,你可以骗我的钱+运镜.mp4,https://video-cn.oceanengine.com/5201088c1977db9f8548618d982c83b0/69422095/tos-cn-ve-51/ocBwd2IQhdAi9iV6QQmpwmfTAdBIAADEbQx0py?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=860&bt=860&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGYzPGk6NGllNzg1aDU7aDs5QGlqPDRuajlydWQ3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojNl5jXy41Ll4tMTYzNi8zNGEjcmtyaDJkY3FtYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,--,1,--,20.93,233,9,3.86,2.33,89.83,2,10.47,22.22,0,0,0,1,7
	7580363728023093291,12月5日(1).mp4,https://video-cn.oceanengine.com/d4e12a12021e7b885684418dac559057/6942208c/tos-cn-ve-51/oku43tPTDEkWtyeyAyFQCTNvEBfmpDAIEGgwDM?a=1402&ch=0&cr=0&dr=3&cd=0%7C1%7C0%7C0&cv=1&br=1594&bt=1594&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY4O2VmPGZmZ2Q5OmRnOzc0QGlqNzZ2eDlyZWc3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojNTQxMC5eLl4zMS8wYi1gY2EjajE0NjJkc21tYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,未投放,审核通过,"首发,低效",0,--,0.04,3,0,0,0,13.33,0,0,0,0,0,0,0,1
	7581039174591152170,12月7日(1).mp4,https://video-cn.oceanengine.com/784e82fbf90ee708f25581c9cc141306/69422093/tos-cn-ve-51/67e35f8d92a34f249144fd9c9f865901?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=981&bt=981&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZmO2c5aWczM2Y7aTQ3O2ZoQGlqM3VyeTlyeW43MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMWFiYzYzNTUwMWMwMC0yLWEjNm5wbDJkazJuYS0tZDBhc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,未投放,审核通过,首发,0,--,519.53,12555,221,1.76,2.35,41.38,12,43.29,5.43,0,0,0,78,34
	7581791060119044147,12月8日(6).mp4,https://video-cn.oceanengine.com/9a650b21692813840e64f58634d7b78f/69422093/tos-cn-ve-51/oAIFIGBpAgZEwENyIiw2fQhA3JgBNi3dfCu7wD?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2547&bt=2547&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY8OmRmNzU7OWk7aDU4ZTRkQGkzNDU0cTlyN3g3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYV9fMWNgNV8wMTIxLzUvY2EjbXFiMTJkc3FvYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,首发,1,--,0.63,13,0,0,0,48.46,0,0,0,0,0,0,0,0
	7581791654015483950,12月8日(7).mp4,https://video-cn.oceanengine.com/30a5b9fba00cfcee98e8e9272758ba85/69422092/tos-cn-ve-51/ooAgvF208bb1D30KbfNCeAGkAaEfBhKIDSaVQk?a=1402&ch=0&cr=0&dr=3&cd=0%7C1%7C0%7C0&cv=1&br=1660&bt=1660&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZmZDo1OWVoNTpmZjk5PDM2QGkzNGVzbDlyZ3g3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojNjIxMjMxYV4zMTFiNmAuMGEjbWppMzJkNHJvYS0tZDBhc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,--,1,--,0.26,5,0,0,0,52,0,0,0,0,0,0,0,0
	7581816759486562314,12月9日 (6).mp4,https://video-cn.oceanengine.com/381f13015fd64c5705cef550876cc6e6/69422098/tos-cn-ve-51/o4DwbDp7IBLO2QElKfNDDeqAnYW6AgvFgLAJFp?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1228&bt=1228&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY2PDpkODs1NDg8NWlkNGgzQGlqcWZybzlyaDM3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojNmE0LzJeNDVgMTZiXzJfYmEjcl9rLzJkc2BwYS0tZDAwc3M%3D&btag=80000e00018000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,未投放,审核通过,首发,0,--,608.29,11229,243,2.16,2.5,54.17,12,50.69,4.94,0,0,0,83,81
	7582079299467345956,12月8日(11).mp4,https://video-cn.oceanengine.com/30c2c8c3f43fe5227f4f5f8d988ac466/6942208c/tos-cn-ve-51/ocD4EDoIEB1OmIEYcfN9DGvAzTkQPgfcQ2AEFp?a=1402&ch=0&cr=0&dr=3&cd=0%7C1%7C0%7C0&cv=1&br=1674&bt=1674&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY4ZTxnNmg3Zzg1Ozs2aDMzQGkzeWdtcTlybGk3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojL15iLTMwNl9jMTYtX19fMWEjNWlmcTJkNDZwYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,首发,1,--,0.1,3,0,0,0,33.33,0,0,0,0,0,0,0,0
	7582079338985472043,12月8日(9).mp4,https://video-cn.oceanengine.com/4032ee7b0809106ed1a8c3c77af81578/69422098/tos-cn-ve-51/oUZmg0IGfReCsLFA6kexMcUR3uLf02A4BREc9A?a=1402&ch=0&cr=0&dr=3&cd=0%7C1%7C0%7C0&cv=1&br=3011&bt=3011&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY4ODxpaDQ1NDRkMzQ2NDZnQGlqOjQ6bDlybGk3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojXmA1XzIwLzYwMTNiNWNjM2EjL2o1bjJkNDZwYS0tZDBhc3M%3D&btag=80000e00018000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,--,1,--,0.01,2,0,0,0,5,0,0,0,0,0,0,0,0
	7582079343195865094,12月8日(8).mp4,https://video-cn.oceanengine.com/53c0e72822ff2cede7d385845dfff801/69422096/tos-cn-ve-51/oYEENKNDQAAfeIxxgp2ghMbbCBFTY6ODPgzHwv?a=1402&ch=0&cr=0&dr=3&cd=0%7C1%7C0%7C0&cv=1&br=1505&bt=1505&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY3Zjg7aDUzNTs4ZDc5NGQ1QGkzZnR2cTlya2k3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojLy8uLmNfMzU2MWMuYzMxYWEjMG8xajJkczZwYS0tZDAvc3M%3D&btag=80000e00018000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,首发,1,--,0.5,2,0,0,0,250,0,0,0,0,0,0,0,0
	7582101324021465131,12月8日(12).mp4,https://video-cn.oceanengine.com/81e890b82c2ce39f1a101dfadcad1af7/69422093/tos-cn-ve-51/og0BhQ5neAVIIAimzg8E1U4QJnBcQMv4mRCBiR?a=1402&ch=0&cr=0&dr=3&cd=0%7C1%7C0%7C0&cv=1&br=2741&bt=2741&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY3ZzszOWRmOjc8M2Y8OTQ3QGlqb213bTlyeGo3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYTNfMGEuNF80MTRhMTZhMmEjNWxfZzJka2VwYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,首发,1,--,0,0,0,0,0,0,0,0,0,0,0,0,0,0
	7582105542919749686,身边有人唠.mp4,https://video-cn.oceanengine.com/ae1468d6658bd38cd09fe2aca3fbb251/6942208b/tos-cn-ve-51/oAdQeDOIIACYq6gD8AGEEwzG7Q5NgxF8pyBvif?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1511&bt=1511&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZpNDkzNzU0NjM5OWQ0O2lkQGlqd3NveDlycGo3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYGBiYGEuLTY2MS9iLV5gMmEjNWRzXjJkNG1wYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,未投放,审核通过,首发,0,--,34.18,565,19,3.36,1.8,60.5,0,0,0,0,0,0,12,3
	7582547336561705011,小丽做饭呢，给志勇做几个南瓜馒头.mp4,https://video-cn.oceanengine.com/3e1ec6e58c3cf98e05d369898d98cab7/69422091/tos-cn-ve-51/oYUfA6HArikprHWrZMVE26Bvfd2tenMqAnCZeA?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1757&bt=1757&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY7OjVpaDozNmQ2OTdlZjo6QGlqcG90Z2tvZjw3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojM2AxNmAyM18wMTNiMmA2M2EjbTJzb3FnL3FxYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,--,1,--,2.32,45,0,0,0,51.56,0,0,0,0,0,0,0,0
	7582547345752031270,马上就过年了，对象找到了吗？.mp4,https://video-cn.oceanengine.com/849f4d78121e43d1562df1a0b4dcb975/69422089/tos-cn-ve-51/o4FBfqU6HQ4m4LDEQYYsAWAhzAn9IvNh069NLE?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1544&bt=1544&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY2N2U2aGZlOGg0OWg3OThpQGlqd2pmZmtvZTw3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMDMuXzY2L14zMTQ2M19iMmEjYzQyMHFnXnFxYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,--,1,--,0.92,11,0,0,0,83.64,0,0,0,0,0,0,0,0
	7582547365035769882,还在为一个人回家过年发愁吗.mp4,https://video-cn.oceanengine.com/307a6f209321361073f31e3063dea6a5/6942208c/tos-cn-ve-51/o8iQKAqsOQnw0WTh8EA9mjAqDPIheQBT4qsUn6?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1384&bt=1384&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY2ZWkzZ2ZlOjhmNjc7PGlpQGlqZDU2ZGtvZTw3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMF5iNWI2MjY1MTUzX15jLWEjNjNucnFnXnFxYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,--,1,--,0.99,28,1,3.57,0.99,35.36,0,0,0,0,0,0,0,0
