素材id,视频名称,视频链接,投放状态,审核建议,素材评估,关联在投广告数,标签,消耗,展示数,点击数,点击率(%),平均点击单价(元),平均千次展现费用(元),转化数,转化成本,转化率(%),深度转化次数,深度转化成本,深度转化率(%),安卓下载开始数,激活数
	7579518696641593386,方便视频吗+闲伴上有秒回(1).mp4,https://video-cn.oceanengine.com/881d852a667e831926e3ef6c036d28db/69422098/tos-cn-ve-51/owUTeAGXcfiBkLbVSmIlgAaGAgyfCQKRUj87IA?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1342&bt=1342&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY1aTc8ODY3aDs2OTZlZWhoQGlqNW9zeTlyN3c3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojLjNhM18tLjUtMTRhY19iX2EjMC0tMTJka2xrYS0tZDBhc3M%3D&btag=80000e00018000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,首发,3,--,279.9,3785,113,2.99,2.48,73.95,5,55.98,4.42,0,0,0,20,30
	7579586797959692331,闲伴本地群.mp4,https://video-cn.oceanengine.com/55c7410b94832570bd4225652c3ec81a/69422091/tos-cn-ve-51/oQs1ICFAxeNX0Th6AQDAEoMnN7pg6BADIBECf2?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=2925&bt=2925&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY3NTY8Omk2PDRnZjs6Zjo4QGkzbWV5bTlyODQ3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojLTZeYDIzMF82MV5eYzVeY2EjLl5kcjJkc2hsYS0tZDBhc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=59cb2766d89ae6284516c6a254e9fb61&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,未投放,审核通过,首发,0,--,4920.3,81546,3065,3.76,1.61,60.34,177,27.8,5.77,0,0,0,334,665
	7579883308731383827,车景+生活压得人喘不过气.mp4,https://video-cn.oceanengine.com/0e4e5718324a340f9c06b5ba53288a9f/6942208d/tos-cn-ve-51/osXibkm4SQGLGyBtUCYFCxfEIDDgiyAYBAfecH?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=2342&bt=2342&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY4ZTxoN2RoOWQzPDo2N2Q0QGlqZTlqcDlyamw3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojY2AyLzFhM14tMWJjLjIyMmEjbWxwbDJkY2NsYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,--,2,--,5.66,78,1,1.28,5.66,72.56,0,0,0,0,0,0,0,1
	7579930905497370678,视频接听哄睡.mp4,https://video-cn.oceanengine.com/1b55dac3b7ca42e7d51ac30498371e57/6942208c/tos-cn-ve-51/8c45dd4b39784561b3b4a5e588940de9?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1130&bt=1130&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY3O2ZkZjw4NjM1Ojc8PDw3QGkzMzk8OGtvNG83MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYDViYy1hYDUtMWEyYTMtNGEjaDFzcXFnZjNsYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,未投放,审核通过,--,0,--,17.07,189,10,5.29,1.71,90.32,1,17.07,10,0,0,0,0,2
	7579942633050947590,你可以骗我的钱也可以骗感情+美女运镜(1).mp4,https://video-cn.oceanengine.com/f717d99606739f97b4b8c0bcc76d7193/69422095/tos-cn-ve-51/988dad767cef40299d1fba6568b9d829?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=840&bt=840&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZmPDdnOGc1PDlnNjk6N2k8QGkzPHN2NGtvZm83MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojNmIzYjY1MTY1MWE0MWMtL2EjaTQ0b3FnL29sYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,--,1,--,66.39,734,32,4.36,2.07,90.45,1,66.39,3.13,0,0,0,6,6
	7579942640671506474,你可以骗我的钱也可以骗感情+美女运镜.mp4,https://video-cn.oceanengine.com/7d1ed97644a207324c783aa42367ec08/69422095/tos-cn-ve-51/o8cmhIYE4Ig7KAkWQsKZAVQd39ePD0gBbKxmCx?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=999&bt=999&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZlNTNoNTY7OWc2NzVmNTpkQGlqcDY2OGtvZm83MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYDFjMmIzLTUtMWBeXi9jYGEjbGJtY3FnL29sYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,--,1,--,367.77,5313,122,2.3,3.01,69.22,16,22.99,13.11,0,0,0,30,40
	7579966288553164819,12月4日 (1)(3).mp4,https://video-cn.oceanengine.com/1a824e677b8d43418561429534b26d41/6942208c/tos-cn-ve-51/o83xxZgMVAQ8hME7gxNpO2BecZAC6DecTXKI4W?a=1402&ch=0&cr=0&dr=3&cd=0%7C1%7C0%7C0&cv=1&br=2336&bt=2336&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY4Nmc5ZzM1NmloNjtnOGg1QGlqOXFmOGtvZnE3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojYS9gNmJjYl4tMTAyLzYyXmEjY2JxZnFnXjNsYS0tZDAvc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,未投放,审核通过,"首发,低效",0,--,0.15,7,0,0,0,21.43,0,0,0,0,0,0,0,0
	7579966354691178515,12月4日 (1)(4).mp4,https://video-cn.oceanengine.com/91773be4c2a462081980827fa457ffc0/6942208e/tos-cn-ve-51/oAm4uF3kscbQE29Q037ACcLqJmMmAYBmxIgCeW?a=1402&ch=0&cr=0&dr=3&cd=0%7C1%7C0%7C0&cv=1&br=2166&bt=2166&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY8M2VnZTg5ZTg3aGVpaWVkQGkzdTxpOWtvZnE3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojMTU2NV9eNV4zMTQzYmIuNmEja2FkL3FnXjNsYS0tZDBhc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,未投放,审核通过,"首发,低效",0,--,0.03,5,0,0,0,6,0,0,0,0,0,0,0,0
	7580313389403897919,今天明天每分每秒.mp4,https://video-cn.oceanengine.com/787c017d20d9da8c3532eea5b0895fd5/69422085/tos-cn-ve-51/oUgIQ1ehIzfGasZChy4GeBwb3NALQyVABuxSE2?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&br=1186&bt=1186&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGZnaTk7NzdmO2g4aGg5ZzNmQGkzNDR4eTlyc2Q3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojY14vY141Y15gMS0vNGAwM2EjbHFtcDJka3FtYS0tZDBhc3M%3D&btag=80000e00008000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,首发,1,--,25.26,315,7,2.22,3.61,80.19,1,25.26,14.29,0,0,0,0,4
	7580313442684796971,男人三十才发芽.mp4,https://video-cn.oceanengine.com/976c00a2950c110a1022e3f6a1aa93e0/6942208a/tos-cn-ve-51/okb9IjIBIPQyliTwNE60KAtAaCzJyKu5PiQT5?a=1402&ch=0&cr=0&dr=3&cd=0%7C0%7C0%7C0&cv=1&br=1027&bt=1027&cs=0&ds=3&ft=J9ThAGkHH_Myq8Z03l39e2NvjTQ&mime_type=video_mp4&qs=0&rc=NXZpTGRTaFBnKWxncmd5aHFsc3IxZGY2OmQ6aDY0NWRkPGQ8ODdmQGlqNjRzbDlyd2Q3MzM0NjMzQFNsa3ZpcUQ6amtqXmJmK2BeaWpgYTojLWMuYGMwX19fMV9gXl4yYWEjajQ2cDJkNHFtYS0tZDAwc3M%3D&btag=80000e00010000&dy_q=1765768569&feature_id=b1cb202f98cf51d95e455ae01e100ce9&l=202512151116085EB0C664C72D0680A7EE&ply_type=3&policy=eyJ2bSI6MywidWlkIjoiMzk1Nzg3Mjc3NDYxMjA3MSJ9,投放中,审核通过,首发,1,--,37.23,443,18,4.06,2.07,84.04,2,18.62,11.11,0,0,0,0,7
